아파트 이름,건축 연도,전용 면적 (㎡),층,거래 금액 (만원),거래 일자,주소,읍면동,평당 가격 (만원),면적 범주,읍면동_구미동,읍면동_금곡동,읍면동_대장동,읍면동_백현동,읍면동_분당동,읍면동_삼평동,읍면동_서현동,읍면동_수내동,읍면동_야탑동,읍면동_운중동,읍면동_이매동,읍면동_정자동,읍면동_판교동
판교원마을6단지(판교대광로제비앙),2009,83.33,8,135000,2024-08-22,경기 성남시 분당구 판교원로 635,판교동,1620.0648025921037,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
무지개(1단지)(대림),1995,60.72,12,71000,2024-08-27,경기 성남시 분당구 미금로 211,구미동,1169.3017127799737,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을9단지(한림풀에버),2009,71.8438,12,129000,2024-08-26,경기 성남시 분당구 서판교로 585,판교동,1795.5620387563017,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
무지개(12단지)(주공뜨란체),1995,58.14,11,63500,2024-08-24,경기 성남시 분당구 미금로22번길 212,구미동,1092.1912624699003,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
효자촌(임광),1992,165.33,2,157000,2024-08-26,경기 성남시 분당구 불정로 292,서현동,949.6159196757999,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
상록마을(우성)1,1994,57.27,6,118000,2024-08-29,경기 성남시 분당구 내정로 121,정자동,2060.4155753448576,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
판교알파리움2단지,2015,110.255,12,230000,2024-08-29,경기 성남시 분당구 판교역로 530,백현동,2086.0731939594575,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
파크타운(대림),1993,134.91,11,192000,2024-08-15,경기 성남시 분당구 내정로 51,수내동,1423.1710028908162,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
푸른마을(쌍용),1992,84.72,5,139000,2024-08-09,경기 성남시 분당구 백현로 75,수내동,1640.6987724268179,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
정든마을(6단지)(우성),1994,48.84,13,74000,2024-08-24,경기 성남시 분당구 불정로 198,정자동,1515.151515151515,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
판교원마을9단지(한림풀에버),2009,71.8438,2,124500,2024-08-19,경기 성남시 분당구 서판교로 585,판교동,1732.9261536834076,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
효자촌(삼환),1992,84.157,13,122000,2024-08-21,경기 성남시 분당구 불정로 301,서현동,1449.6714474137625,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(6단지)(주공),1995,39.87,15,66500,2024-08-30,경기 성남시 분당구 내정로 117,정자동,1667.920742412842,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
파크타운(서안),1993,186.099,2,216500,2024-08-22,경기 성남시 분당구 수내로 52,수내동,1163.3592872610816,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
판교원마을7단지(모아미래도),2009,81.412,1,128000,2024-08-20,경기 성남시 분당구 판교원로 637,판교동,1572.2497911855744,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
백현마을2단지(주공),2009,118.65,11,238000,2024-08-26,경기 성남시 분당구 동판교로 545,백현동,2005.899705014749,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범현대,1991,84.95,27,149000,2024-08-26,경기 성남시 분당구 중앙공원로 92,서현동,1753.972925250147,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
매화마을공무원2,1995,67.43,3,80000,2024-08-31,경기 성남시 분당구 장미로 215,야탑동,1186.4155420436007,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
탑마을(선경)1,1992,101.76,1,118500,2024-08-22,경기 성남시 분당구 야탑로 536,야탑동,1164.504716981132,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
시범우성,1991,64.8,6,114500,2024-08-30,경기 성남시 분당구 중앙공원로 96,서현동,1766.9753086419753,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
SK-VIEW,2003,84.944,15,84700,2024-08-23,경기 성남시 분당구 돌마로 188,야탑동,997.1275193068374,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
목련마을(한신),1994,78.9,5,81700,2024-08-31,경기 성남시 분당구 판교로 163,야탑동,1035.4879594423319,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느티마을(3단지)(공무원),1994,67.43,3,149000,2024-08-30,경기 성남시 분당구 느티로 88,정자동,2209.698947056206,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
장미마을(코오롱)1,1993,84.6,10,112000,2024-08-23,경기 성남시 분당구 장미로 330,야탑동,1323.8770685579198,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
파크타운(롯데),1993,134.91,29,198000,2024-08-31,"경기 성남시 분당구, 서울 동대문구 내정로 55",수내동,1467.6450967311541,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
장미마을(코오롱)1,1993,84.6,5,115500,2024-08-29,경기 성남시 분당구 장미로 330,야탑동,1365.2482269503546,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
동원로얄듀크,2003,96.59,1,84000,2024-08-27,경기 성남시 분당구 돌마로 190,야탑동,869.6552438140594,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
파크뷰,2004,84.99,23,189000,2024-08-27,경기 성남시 분당구 정자일로 6,정자동,2223.7910342393225,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
아름마을(선경),1993,41.76,14,88500,2024-08-17,경기 성남시 분당구 이매로 142,이매동,2119.2528735632186,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
판교풍경채어바니티(5단지),2021,84.973,3,110000,2024-08-15,경기 성남시 분당구 판교대장로5길 642,대장동,1294.5288503406964,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
봇들마을1단지(판교신미주),2009,82.794,7,155000,2024-08-14,"경기 성남시 분당구, 경기 용인시 수지구 동판교로 705",삼평동,1872.116336932628,25~40평,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(4단지)(주공),1994,36.0,6,60000,2024-08-23,경기 성남시 분당구 백현로 102,정자동,1666.6666666666667,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(한신),1992,84.9,22,133300,2024-08-31,경기 성남시 분당구 서현로 124,이매동,1570.0824499411071,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
산운마을13단지(태영),2010,101.67,31,140000,2024-08-29,경기 성남시 분당구 판교원로82번길 918,운중동,1377.004032654667,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
샛별마을(동성),1992,59.4,2,90000,2024-08-26,경기 성남시 분당구 분당로 35,분당동,1515.1515151515152,15~25평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
샛별마을(삼부),1992,84.6,1,115000,2024-08-17,경기 성남시 분당구 수내로 39,분당동,1359.3380614657212,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
샛별마을(동성),1992,84.82,1,114900,2024-08-16,경기 성남시 분당구 분당로 35,분당동,1354.633341193115,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을1단지(파라곤),2009,101.12,4,164000,2024-08-26,경기 성남시 분당구 판교로 622,판교동,1621.8354430379745,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
푸른마을(신성),1992,84.72,3,141500,2024-08-26,경기 성남시 분당구 수내로 73,수내동,1670.2077431539187,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
탑마을(선경)1,1992,51.84,1,76500,2024-08-23,경기 성남시 분당구 야탑로 536,야탑동,1475.6944444444443,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
시범한신,1991,84.69,6,164000,2024-08-28,경기 성남시 분당구 중앙공원로 87,서현동,1936.4742000236156,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
효자촌(현대),1992,128.04,3,157500,2024-08-29,경기 성남시 분당구 분당로201번길 299,서현동,1230.0843486410497,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
시범현대,1991,84.95,28,154500,2024-08-31,경기 성남시 분당구 중앙공원로 92,서현동,1818.7168922895821,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(3단지)(건영),1996,53.83,10,63000,2024-08-13,서울 성북구 미금로 201,구미동,1170.3511053315995,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교퍼스트힐푸르지오A2,2021,84.98,8,110000,2024-08-31,경기 성남시 분당구 판교대장로7길 591,대장동,1294.4222169922334,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을3단지(푸르지오),2009,116.58,6,183000,2024-08-23,경기 성남시 분당구 판교로 629,판교동,1569.7375193000514,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
효자촌(화성),1994,84.696,11,120000,2024-08-29,경기 성남시 분당구 불정로 308,서현동,1416.8319637291017,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
산운마을11단지(판교포레라움),2009,59.84,2,115000,2024-08-13,경기 성남시 분당구 판교원로 922,운중동,1921.7914438502673,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
아름마을(풍림),1993,134.22,14,188000,2024-08-23,경기 성남시 분당구 탄천로 140,이매동,1400.6854418119506,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
분당더샾스타파크,2007,116.7905,7,156000,2024-08-15,경기 성남시 분당구 정자일로 174-1,정자동,1335.7250803789693,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
파크타운(대림),1993,134.91,11,192000,2024-08-15,경기 성남시 분당구 내정로 51,수내동,1423.1710028908162,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
이매촌(금강),1992,50.82,11,94000,2024-08-22,경기 성남시 분당구 서현로 122,이매동,1849.6654860291223,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
힐스테이트판교엘포레A4BL,2021,131.599,11,178500,2024-08-28,경기 성남시 분당구 판교대장로5길 634,대장동,1356.393285663265,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장안타운(건영),1993,53.72,3,66000,2024-08-28,경기 성남시 분당구 장안로51번길 66,분당동,1228.5927029039465,15~25평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
양지마을(5단지)(한양501-514),1992,35.1,15,80600,2024-08-30,경기 성남시 분당구 내정로165번길 24,수내동,2296.296296296296,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
아데나팰리스,2003,164.03,4,183000,2024-08-28,경기 성남시 분당구 성남대로 169-1,정자동,1115.649576297019,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
상록마을(라이프2차),1994,84.78,6,148000,2024-08-23,경기 성남시 분당구 정자로76번길 125,정자동,1745.6947393253126,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
파크뷰,2004,84.99,24,193500,2024-08-16,경기 성남시 분당구 정자일로 6,정자동,2276.738439816449,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
미켈란쉐르빌,2003,244.7,25,420000,2024-08-30,경기 성남시 분당구 정자일로 180,정자동,1716.3874131589703,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
장미마을(현대),1993,84.79,1,102500,2024-08-22,경기 성남시 분당구 장미로 334,야탑동,1208.8689703974524,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
느티마을(4단지)(공무원),1994,67.43,8,155000,2024-08-18,경기 성남시 분당구 느티로 90,정자동,2298.6801127094764,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
무지개(4단지)(주공),1995,59.98,23,79990,2024-08-28,경기 성남시 분당구 미금로 220,구미동,1333.6112037345783,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을5단지(주공),2009,84.89,11,196000,2024-08-17,경기 성남시 분당구 판교역로 554,백현동,2308.8703027447286,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(12단지)(주공뜨란체),1995,49.67,10,54700,2024-08-17,경기 성남시 분당구 미금로22번길 212,구미동,1101.2683712502517,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(4단지)(주공),1995,49.67,3,69400,2024-08-24,경기 성남시 분당구 미금로 220,구미동,1397.2216629756392,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장미마을(현대),1993,59.4,8,86500,2024-08-17,"경기 성남시 분당구, 서울 강남구 장미로 334",야탑동,1456.2289562289563,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
효자촌(삼환),1992,46.065,3,70000,2024-08-29,경기 성남시 분당구 불정로 301,서현동,1519.5918810376643,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
탑마을(선경)1,1992,51.84,10,82000,2024-08-22,경기 성남시 분당구 야탑로 536,야탑동,1581.79012345679,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
한솔마을(4단지)(주공),1994,41.85,3,62500,2024-08-23,경기 성남시 분당구 백현로 102,정자동,1493.4289127837515,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
이매촌(금강),1992,50.82,13,93000,2024-08-22,경기 성남시 분당구 서현로 122,이매동,1829.9881936245572,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
정든마을(4단지)(우성),1995,129.72,9,144500,2024-08-30,"경기 성남시 분당구, 서울 중구 정자로 197",정자동,1113.9377119950664,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
까치마을(4단지)(롯데),1995,51.32,4,86000,2024-08-29,경기 성남시 분당구 미금일로 63,구미동,1675.759937646142,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아름마을(풍림),1993,101.97,5,167000,2024-08-17,경기 성남시 분당구 탄천로 140,이매동,1637.7365891928998,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
판교원마을1단지(파라곤),2009,101.2,1,161000,2024-08-20,경기 성남시 분당구 판교로 622,판교동,1590.9090909090908,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
효자촌(화성),1994,53.82,17,68500,2024-08-19,경기 성남시 분당구 불정로 308,서현동,1272.761055369751,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
시범우성,1991,59.76,1,107000,2024-08-20,경기 성남시 분당구 중앙공원로 96,서현동,1790.4953145917002,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
삼라마이다스빌,2004,147.975,3,105000,2024-08-31,경기 성남시 분당구 정자일로 208,금곡동,709.5793208312215,40평 초과,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을6단지(주공),2009,84.7,7,187000,2024-08-26,경기 성남시 분당구 판교역로 555,백현동,2207.7922077922076,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(12단지)(주공뜨란체),1995,59.98,8,61000,2024-08-16,경기 성남시 분당구 미금로22번길 212,구미동,1017.0056685561855,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
아름마을(한성),1992,83.64,3,125000,2024-08-21,경기 성남시 분당구 판교로 132,이매동,1494.5002391200383,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
효자촌(대창),1994,53.82,9,74500,2024-08-30,"경기 성남시 분당구, 경기 성남시 중원구 분당로263번길 310",서현동,1384.2437755481233,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
아름마을(건영),1992,101.85,2,135500,2024-08-15,경기 성남시 분당구 판교로 132,이매동,1330.387825233186,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
청솔마을(영남),1995,53.6,1,97000,2024-08-31,경기 성남시 분당구 성남대로171번길 177,금곡동,1809.7014925373135,15~25평,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
효자촌(화성),1994,84.696,2,113000,2024-08-29,경기 성남시 분당구 불정로 308,서현동,1334.1834325115708,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(6단지)(주공),1995,39.87,20,62700,2024-08-23,경기 성남시 분당구 내정로 117,정자동,1572.6109857035367,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
상록마을(라이프1차),1994,159.26,11,183500,2024-08-19,"경기 성남시 분당구, 경기 용인시 수지구 정자로 124",정자동,1152.2039432374734,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
산운마을12단지판교센트럴포레와이시티,2009,59.9,9,111000,2024-08-16,경기 성남시 분당구 판교원로 921,운중동,1853.0884808013357,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
상록마을(우성)1,1994,101.98,14,180000,2024-08-30,경기 성남시 분당구 내정로 121,정자동,1765.051970974701,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
산운마을11단지(판교포레라움),2009,59.9,12,112000,2024-08-19,경기 성남시 분당구 판교원로 922,운중동,1869.7829716193658,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
탑마을(선경)1,1992,83.73,15,113000,2024-08-15,경기 성남시 분당구 야탑로 536,야탑동,1349.5760181535888,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
까치마을(2단지)(주공),1995,58.14,4,97000,2024-08-31,경기 성남시 분당구 미금일로 88,구미동,1668.3866529067768,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(12단지)(주공뜨란체),1995,58.14,6,62500,2024-08-26,경기 성남시 분당구 미금로22번길 212,구미동,1074.9914000687995,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교풍경채어바니티(5단지),2021,84.973,15,120000,2024-08-14,경기 성남시 분당구 판교대장로5길 642,대장동,1412.2132912807597,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
무지개(4단지)(주공),1995,59.98,20,80000,2024-08-19,경기 성남시 분당구 미금로 220,구미동,1333.7779259753252,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범우성,1991,84.6,2,142500,2024-08-21,경기 성남시 분당구 중앙공원로 96,서현동,1684.3971631205675,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
장안타운(건영),1993,70.68,13,83500,2024-08-15,경기 성남시 분당구 장안로51번길 66,분당동,1181.3808715336727,15~25평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범우성,1991,84.88,8,139000,2024-08-22,경기 성남시 분당구 중앙공원로 96,서현동,1637.6060320452405,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
샛별마을(우방),1994,84.99,8,129000,2024-08-27,경기 성남시 분당구 수내로 38,분당동,1517.8256265442994,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
하얀마을(5단지)(주공),1995,35.28,5,62500,2024-08-30,경기 성남시 분당구 미금일로 110,구미동,1771.5419501133786,15평 이하,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
까치마을(4단지)(선경),1995,51.32,8,87000,2024-08-15,경기 성남시 분당구 미금일로 63,구미동,1695.245518316446,15~25평,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장안타운(건영),1993,85.0,3,104000,2024-08-23,경기 성남시 분당구 분당로263번길 66,분당동,1223.5294117647059,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
상록마을(우성)1,1994,84.97,2,150000,2024-08-22,경기 성남시 분당구 내정로 121,정자동,1765.3289396257503,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
시범한양,1991,28.71,6,75000,2024-08-29,경기 성남시 분당구 중앙공원로 91,서현동,2612.330198537095,15평 이하,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
한솔마을(2단지)(LG),1995,134.94,20,148000,2024-08-19,경기 성남시 분당구 정자로 111,정자동,1096.7837557432933,40평 초과,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
백현마을2단지(주공),2009,101.25,1,188000,2024-08-30,경기 성남시 분당구 동판교로 545,백현동,1856.79012345679,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
장안타운(건영),1993,70.68,1,83000,2024-08-15,경기 성남시 분당구 장안로51번길 66,분당동,1174.3067345783813,15~25평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
시범우성,1991,84.6,5,157500,2024-08-16,경기 성남시 분당구 중앙공원로 96,서현동,1861.7021276595747,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
판교풍경채어바니티(5단지),2021,84.973,13,130000,2024-08-31,경기 성남시 분당구 판교대장로5길 642,대장동,1529.8977322208232,25~40평,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
판교원마을9단지(한림풀에버),2009,71.8438,2,124500,2024-08-19,경기 성남시 분당구 서판교로 585,판교동,1732.9261536834076,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
시범현대,1991,84.95,6,149000,2024-08-20,경기 성남시 분당구 중앙공원로 92,서현동,1753.972925250147,25~40평,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
샛별마을(라이프),1992,84.99,13,124000,2024-08-21,경기 성남시 분당구 분당로 34,분당동,1458.9951759030475,25~40평,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
백현마을2단지(주공),2009,118.94,21,229500,2024-08-24,경기 성남시 분당구 동판교로 545,백현동,1929.5443080544812,25~40평,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
산운마을8단지(부영사랑으로),2008,81.019,15,128500,2024-08-17,경기 성남시 분당구 산운로 956,운중동,1586.0477172021376,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
하얀마을(5단지)(주공),1995,36.0,3,64000,2024-08-30,경기 성남시 분당구 미금일로 110,구미동,1777.7777777777778,15평 이하,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
매화마을공무원1,1995,58.92,6,74500,2024-08-29,경기 성남시 분당구 매화로 201,야탑동,1264.426340801086,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
이매촌(금강),1992,50.82,11,94000,2024-08-22,경기 성남시 분당구 서현로 122,이매동,1849.6654860291223,15~25평,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
